Model,Replicate,Time,Average,SE
20062018,Rep 3,163,8546.892661807029,206.37900676866545
20062018,Rep 4,163,8533.230749691002,262.30820481538643
20062018,Rep 5,163,8744.338862,237.65577751534585
20062018,Rep 1,164,8344.577774240675,274.0161379302807
20062018,Rep 2,164,8314.198389322033,226.25680842365583
20062018,Rep 3,164,8223.063943472607,203.35518457613398
20062018,Rep 4,164,8232.085254,261.1559248443326
20062018,Rep 5,164,8450.710321,242.1000863941045
20062018,Rep 1,165,7851.530348,266.89932886636115
20062018,Rep 2,165,7857.187416598568,227.60571821204888
20062018,Rep 3,165,7734.843092938125,195.63838603080174
20062018,Rep 4,165,7780.148292264326,254.29379082914343
20062018,Rep 5,165,7985.917651459889,241.02230776739586
20062018,Rep 1,166,7290.327790253035,256.4847121335866
20062018,Rep 2,166,7318.063124982023,222.29522014007557
20062018,Rep 3,166,7183.4717656870835,182.8840511929603
20062018,Rep 4,166,7270.695903294545,242.29422785022354
20062018,Rep 5,166,7433.559400500542,238.45759509533073
20092017,Rep 1,0,12.675808561868742,0.012581297675406715
20092017,Rep 2,0,12.655590229712658,0.012568312484508619
20092017,Rep 3,0,12.67415569990461,0.012582409480130863
20092017,Rep 4,0,12.667820251714678,0.012573158253341474
20092017,Rep 5,0,12.670346605879931,0.012586871637852177
20092017,Rep 1,1,27.79924639258652,0.026773066
20092017,Rep 2,1,27.780103301112046,0.026764194776370778
20092017,Rep 3,1,27.80435861,0.026787700555900656
20092017,Rep 4,1,27.799463477358298,0.026783373363854515
20092017,Rep 5,1,27.794070528549252,0.026800498
20092017,Rep 1,2,39.811122271200595,0.034302091
20092017,Rep 2,2,39.81554923432521,0.034321644018999654
20092017,Rep 3,2,39.83380176093818,0.034312333
20092017,Rep 4,2,39.825556075641096,0.034307144792194676
20092017,Rep 5,2,39.832778261714594,0.034331168833611536
20092017,Rep 1,3,33.110608405782834,0.035638988
20092017,Rep 2,3,33.12868455215197,0.035663062
20092017,Rep 3,3,33.06708939177545,0.035638750154117355
20092017,Rep 4,3,33.13386674868271,0.035716757
20092017,Rep 5,3,33.092980700195255,0.035641718
20092017,Rep 1,4,37.93305111124014,0.046667255
20092017,Rep 2,4,37.863778234146785,0.046639639
20092017,Rep 3,4,37.85790559081509,0.046584021
20092017,Rep 4,4,37.84444326096791,0.046564319940848434
20092017,Rep 5,4,37.93324866287968,0.046540627258442865
20092017,Rep 1,5,63.16860000074294,0.055726511355601055
20092017,Rep 2,5,63.12370850901195,0.056008314
20092017,Rep 3,5,63.12673782554269,0.055454146
20092017,Rep 4,5,63.13417714194483,0.055862901
20092017,Rep 5,5,63.074031339476605,0.055775854
20092017,Rep 1,6,118.1021054052874,0.10035709
20092017,Rep 2,6,117.90057753806407,0.10054100615432053
20092017,Rep 3,6,118.01309579932109,0.10031699294958107
20092017,Rep 4,6,117.89611421417587,0.1007809639676837
20092017,Rep 5,6,117.86891960982733,0.10047682732552787
20092017,Rep 1,7,199.2090165566397,0.13937187465430426
20092017,Rep 2,7,198.90544864047092,0.13917403309458037
20092017,Rep 3,7,199.10531702023448,0.13892596357924472
20092017,Rep 4,7,199.00516968904589,0.13944290896116238
20092017,Rep 5,7,198.8982622849184,0.13929005250136045
20092017,Rep 1,8,295.3925590958001,0.1721759807235174
20092017,Rep 2,8,295.07114081367126,0.17199510388514508
20092017,Rep 3,8,295.3535071886327,0.17136860695066986
20092017,Rep 4,8,295.3548836193235,0.17148471158223624
20092017,Rep 5,8,295.1632135336347,0.17200117646098778
20092017,Rep 1,9,375.66196186638945,0.2432782704476542
20092017,Rep 2,9,375.2922245809605,0.24251328467879804
20092017,Rep 3,9,375.55748781335353,0.24251162946254326
20092017,Rep 4,9,375.7225349403531,0.24157134
20092017,Rep 5,9,375.5321066601696,0.24244196238662602
20092017,Rep 1,10,459.35650699180894,0.3894821901372663
20092017,Rep 2,10,458.7190645147103,0.38751456828217173
20092017,Rep 3,10,458.8345297583136,0.38719759323555347
20092017,Rep 4,10,459.4883073146623,0.3868364191961568
20092017,Rep 5,10,459.2072783485122,0.387800256
20092017,Rep 1,11,522.5898759111113,0.47546596866268903
20092017,Rep 2,11,522.2295828441294,0.4736782377379082
20092017,Rep 3,11,522.1928618581225,0.47457002626940226
20092017,Rep 4,11,523.2063073683802,0.4719255298412402
20092017,Rep 5,11,522.9277692124014,0.47293181380554794
20092017,Rep 1,12,524.9677754683125,0.4741649885866937
20092017,Rep 2,12,524.8504373,0.4723502715587295
20092017,Rep 3,12,524.9303686727378,0.4723735724381895
20092017,Rep 4,12,525.7512093907983,0.4687556961877069
20092017,Rep 5,12,525.4804615132613,0.4724619870652727
20092017,Rep 1,13,467.2396209416967,0.45648269594009466
20092017,Rep 2,13,466.6279998829542,0.45473046986065435
20092017,Rep 3,13,466.8414698267311,0.4521809793844948
20092017,Rep 4,13,467.4363463102027,0.4535326262970649
20092017,Rep 5,13,467.83347632338325,0.45493062796306544
20092017,Rep 1,14,384.20970489898286,0.4426686326113697
20092017,Rep 2,14,383.2725372297901,0.4429037546908255
20092017,Rep 3,14,383.70606334493976,0.4381768386282261
20092017,Rep 4,14,383.9431362531929,0.44301055051411564
20092017,Rep 5,14,384.5633560434293,0.44117189122614214
20092017,Rep 1,15,333.2453329956708,0.4605168349316868
20092017,Rep 2,15,331.84999557420855,0.46577351497331054
20092017,Rep 3,15,332.2917982453189,0.4559000404558661
20092017,Rep 4,15,332.7513066376259,0.462302945
20092017,Rep 5,15,333.6322021318113,0.46270534454438417
20092017,Rep 1,16,325.2153633424803,0.5086408653278485
20092017,Rep 2,16,323.4965893220994,0.5168647713456808
20092017,Rep 3,16,324.37656527647783,0.505671629
20092017,Rep 4,16,324.0115869493146,0.5161329028651076
20092017,Rep 5,16,325.3424628166916,0.5161444956747981
20092017,Rep 1,17,353.9662987857743,0.6091886511924787
20092017,Rep 2,17,352.7507521789156,0.6205788270883716
20092017,Rep 3,17,353.23716625202115,0.6053557851993892
20092017,Rep 4,17,352.9392915589394,0.6127200378995793
20092017,Rep 5,17,354.0448890938639,0.6152250685443749
20092017,Rep 1,18,428.3726300382749,0.8619277546772569
20092017,Rep 2,18,426.6334563143051,0.8787527682933134
20092017,Rep 3,18,427.5003616422967,0.855460571
20092017,Rep 4,18,427.8399805467789,0.8564502833438794
20092017,Rep 5,18,427.7788312045117,0.8712935100229424
20092017,Rep 1,19,573.1245749099077,1.4357518248332939
20092017,Rep 2,19,570.5513461068296,1.4528202270127903
20092017,Rep 3,19,571.4473609550811,1.4391739347745751
20092017,Rep 4,19,573.6878871964494,1.4198300667906514
20092017,Rep 5,19,572.2603423280216,1.4385394792255297
20092017,Rep 1,20,802.3826919289074,2.0375680921248485
20092017,Rep 2,20,798.8006856527223,2.055036306495999
20092017,Rep 3,20,801.9367113747136,2.0208675461145305
20092017,Rep 4,20,804.9309343,2.0060640267109973
20092017,Rep 5,20,803.5676820280643,2.002994453335949
20092017,Rep 1,21,1029.606697188981,2.833053500058709
20092017,Rep 2,21,1024.1805367844552,2.850200475038804
20092017,Rep 3,21,1027.3324841202543,2.8287122936914098
20092017,Rep 4,21,1029.9991175046778,2.795732157
20092017,Rep 5,21,1028.7448932432524,2.7938595316718478
20092017,Rep 1,22,1226.9146456455755,4.104310519067201
20092017,Rep 2,22,1221.582089449962,4.146690985224844
20092017,Rep 3,22,1226.1713747886806,4.118356238266497
20092017,Rep 4,22,1227.3277586405363,4.051974035604641
20092017,Rep 5,22,1225.0524241781561,4.041010051475164
20092017,Rep 1,23,1345.9583667057834,5.119975228179712
20092017,Rep 2,23,1338.1947656456045,5.205251820930308
20092017,Rep 3,23,1343.6742001402074,5.151705444048239
20092017,Rep 4,23,1345.242882062092,5.079997506059798
20092017,Rep 5,23,1346.2646514306814,5.0565030798046395
20092017,Rep 1,24,1370.3348077506878,5.4561468482547015
20092017,Rep 2,24,1368.0271484952798,5.529986248104181
20092017,Rep 3,24,1367.407050105452,5.498788089263362
20092017,Rep 4,24,1370.6126378575223,5.416258816454803
20092017,Rep 5,24,1376.584644476331,5.429170052852769
20092017,Rep 1,25,1353.9708439090616,6.507461632408712
20092017,Rep 2,25,1348.4823756609064,6.453019825251814
20092017,Rep 3,25,1349.2540709758987,6.491114184533228
20092017,Rep 4,25,1348.789824031898,6.386926399736125
20092017,Rep 5,25,1359.4626697218341,6.3422465500500635
20092017,Rep 1,26,1347.1653430436722,8.547919023381478
20092017,Rep 2,26,1353.1254271243542,8.667709534708358
20092017,Rep 3,26,1353.800433,8.687840105727341
20092017,Rep 4,26,1349.3099745670152,8.579763314654208
20092017,Rep 5,26,1362.633208682212,8.520135017067425
20092017,Rep 1,27,1316.9979336904187,18.930141465289946
20092017,Rep 2,27,1347.1078845263955,19.314065007794454
20092017,Rep 3,27,1362.802758790797,18.958769264363188
20092017,Rep 4,27,1361.8431445186081,19.006337439020005
20092017,Rep 5,27,1368.6352402344503,19.206681121716223
20092017,Rep 1,28,1391.2863674802957,19.63799586884961
20092017,Rep 2,28,1419.1222712781375,20.04632673339077
20092017,Rep 3,28,1436.3580544319439,19.58888122972466
20092017,Rep 4,28,1432.708854005005,19.59816681071792
20092017,Rep 5,28,1439.8509146840395,20.079996467783857
20092017,Rep 1,29,1486.8819665784924,21.79684917993346
20092017,Rep 2,29,1516.3925042340213,21.962256704729146
20092017,Rep 3,29,1537.407326203185,21.74002864786196
20092017,Rep 4,29,1536.9830526030717,21.695664171096883
20092017,Rep 5,29,1545.6345936221755,22.081183220078596
20092017,Rep 1,30,1604.42761,26.22427399895948
20092017,Rep 2,30,1627.3957719627672,25.76298798082891
20092017,Rep 3,30,1658.3061286465081,25.99014919623012
20092017,Rep 4,30,1658.2525558846567,25.814637338560626
20092017,Rep 5,30,1675.1522145283952,26.229669068589587
20092017,Rep 1,31,1714.9698435384903,28.713049189600675
20092017,Rep 2,31,1741.445154059928,27.37901323822571
20092017,Rep 3,31,1754.3086382128338,28.43488819604427
20092017,Rep 4,31,1759.2193025616177,28.195274435549756
20092017,Rep 5,31,1780.0311763703032,28.37637534
20092017,Rep 1,32,1759.4800125145157,25.208513026231923
20092017,Rep 2,32,1776.230552,23.70458514034501
20092017,Rep 3,32,1767.1697927144587,24.550124358302455
20092017,Rep 4,32,1774.9999948452391,24.52545519673298
20092017,Rep 5,32,1788.7339018661426,24.586798394976842
20092017,Rep 1,33,1802.2237585387745,18.859863846600295
20092017,Rep 2,33,1792.1256164911615,17.31083349446399
20092017,Rep 3,33,1808.0313099164318,17.498739114610817
20092017,Rep 4,33,1798.7578337639675,17.670950592782596
20092017,Rep 5,33,1812.1670720107206,17.684675416482158
20092017,Rep 1,34,1813.7254659740067,17.436675676387402
20092017,Rep 2,34,1801.9824402492443,15.922072524322619
20092017,Rep 3,34,1815.2425875957772,15.704392562039708
20092017,Rep 4,34,1824.7079772224515,15.900745340449756
20092017,Rep 5,34,1830.6145726199397,15.699444445058933
20092017,Rep 1,35,1854.319363093342,18.785710436577798
20092017,Rep 2,35,1860.746489602124,17.543058482809926
20092017,Rep 3,35,1876.4493227786593,16.583452806746777
20092017,Rep 4,35,1875.2731340106109,17.240450530866372
20092017,Rep 5,35,1880.2745210427015,16.81236564438395
20092017,Rep 1,36,1871.338651665189,19.964530917279703
20092017,Rep 2,36,1869.012541485622,20.025683656949553
20092017,Rep 3,36,1868.7890715107546,18.881773090727858
20092017,Rep 4,36,1877.1056078449196,19.44169606049068
20092017,Rep 5,36,1879.4370300832447,18.919260644373928
20092017,Rep 1,37,1897.2350491691234,20.60869336406771
20092017,Rep 2,37,1905.623717943807,20.968102338351546
20092017,Rep 3,37,1900.795647702238,19.781762741258706
20092017,Rep 4,37,1911.8400994698352,20.486790825444743
20092017,Rep 5,37,1910.608047441485,19.868670231145842
20092017,Rep 1,38,1867.1392069896679,20.77690863361221
20092017,Rep 2,38,1892.4558201431998,21.211974835560945
20092017,Rep 3,38,1881.1165544053383,21.06563427449695
20092017,Rep 4,38,1900.9872054343646,21.741003269059682
20092017,Rep 5,38,1890.0858841251325,20.58790661594778
20092017,Rep 1,39,1873.3902624800846,22.293158387073575
20092017,Rep 2,39,1914.467418058091,23.228658213374743
20092017,Rep 3,39,1912.114251202042,22.011484748939807
20092017,Rep 4,39,1933.7560003210392,24.364379332772987
20092017,Rep 5,39,1916.034992728295,22.895798506670705
20092017,Rep 1,40,1892.2095563164255,26.055690146496175
20092017,Rep 2,40,1947.3613686999245,27.845537908756203
20092017,Rep 3,40,1947.6313743315882,25.250403734539464
20092017,Rep 4,40,1976.9066760968321,29.723522333930262
20092017,Rep 5,40,1946.440303708621,27.66287302463265
20092017,Rep 1,41,1980.6237256080622,33.064603847031904
20092017,Rep 2,41,2020.1662906640966,34.312996079447586
20092017,Rep 3,41,2041.3575110279098,31.963971114440533
20092017,Rep 4,41,2088.692502684973,37.41785124479257
20092017,Rep 5,41,2028.9225554505842,34.22076260739433
20092017,Rep 1,42,2124.2924203456755,42.15905573572331
20092017,Rep 2,42,2141.438056140632,41.206785667241654
20092017,Rep 3,42,2190.7213205607873,40.66441611638729
20092017,Rep 4,42,2248.5007307793844,45.42408437372562
20092017,Rep 5,42,2172.886831515117,41.64266235881002
20092017,Rep 1,43,2256.9880883727733,49.110765722895444
20092017,Rep 2,43,2265.5610478967405,48.550234668642155
20092017,Rep 3,43,2330.178574618351,48.38819574847724
20092017,Rep 4,43,2371.6450610512566,52.82342485210332
20092017,Rep 5,43,2308.771150070622,49.068080343543755
20092017,Rep 1,44,2248.337840852981,49.53775732984664
20092017,Rep 2,44,2226.0380393238656,50.603379300290946
20092017,Rep 3,44,2296.554271164391,49.498065817040896
20092017,Rep 4,44,2342.446609120036,54.24267240192186
20092017,Rep 5,44,2281.5370488902804,48.74947321045924
20092017,Rep 1,45,2089.1942252366134,42.29757377426049
20092017,Rep 2,45,2072.5424221608455,43.45237601404334
20092017,Rep 3,45,2121.5484101232178,43.26959645444312
20092017,Rep 4,45,2158.900838101853,47.39151059832501
20092017,Rep 5,45,2125.5663329700888,41.703300613742854
20092017,Rep 1,46,2011.037904799838,34.91627121023076
20092017,Rep 2,46,1976.7057181520454,35.63397361265396
20092017,Rep 3,46,2023.9964023638966,36.24397961769849
20092017,Rep 4,46,2031.3552672746998,39.45227358894198
20092017,Rep 5,46,2021.7383569698757,34.80562255697934
20092017,Rep 1,47,2013.7643981106721,31.23169508735523
20092017,Rep 2,47,1974.426006559102,31.851403486215865
20092017,Rep 3,47,2013.162703757457,33.648673727656174
20092017,Rep 4,47,2012.6311121882482,35.34412500678237
20092017,Rep 5,47,2012.620073213605,31.019654645679385
20092017,Rep 1,48,2067.7251999579344,31.70081567
20092017,Rep 2,48,2015.2039767256183,31.175974386310337
20092017,Rep 3,48,2057.2596835462964,32.149486153577065
20092017,Rep 4,48,2042.7953339812348,34.298753925379096
20092017,Rep 5,48,2056.187637370572,30.74824860353134
20092017,Rep 1,49,2120.1501362766303,34.06892152257982
20092017,Rep 2,49,2062.4261752603516,31.933010439647255
20092017,Rep 3,49,2096.078600034274,33.349281107013105
20092017,Rep 4,49,2073.853028596173,34.38738848155329
20092017,Rep 5,49,2104.173448302671,31.543525035040233
20092017,Rep 1,50,2140.9850506325974,38.302526086251866
20092017,Rep 2,50,2095.712939504174,35.56046759
20092017,Rep 3,50,2130.7518691348873,36.04121587
20092017,Rep 4,50,2083.6834073528134,37.32990000738792
20092017,Rep 5,50,2124.0697647772618,35.01559908978845
20092017,Rep 1,51,2152.9381034321837,45.68660366460341
20092017,Rep 2,51,2129.919539320216,41.153226311429016
20092017,Rep 3,51,2144.8938319416648,42.292946391277376
20092017,Rep 4,51,2101.9501116243623,43.19489958802243
20092017,Rep 5,51,2158.915152677345,42.374064698022906
20092017,Rep 1,52,2175.6938756139807,56.296695408161675
20092017,Rep 2,52,2158.0701971229455,47.25364989210729
20092017,Rep 3,52,2186.0908416586444,50.791108134260945
20092017,Rep 4,52,2097.714322479983,52.733584521697516
20092017,Rep 5,52,2173.4656434875938,53.68773161042517
20092017,Rep 1,53,2257.048333710247,67.44629052694421
20092017,Rep 2,53,2237.0659917282096,58.608156486575865
20092017,Rep 3,53,2263.9259180573467,61.391847681878644
20092017,Rep 4,53,2159.2278015918746,65.06704686849683
20092017,Rep 5,53,2268.950234595766,65.81472824867141
20092017,Rep 1,54,2344.2175042204085,76.52593592317658
20092017,Rep 2,54,2375.404587774651,72.88864422562294
20092017,Rep 3,54,2391.2968794643207,73.24604720310248
20092017,Rep 4,54,2299.6302025791338,78.93707185930913
20092017,Rep 5,54,2403.160624,79.49059308
20092017,Rep 1,55,2436.5124143646617,86.5619852
20092017,Rep 2,55,2516.458857,85.88255467919663
20092017,Rep 3,55,2545.0946574543404,84.28802050681527
20092017,Rep 4,55,2391.0186980794615,88.68631797148215
20092017,Rep 5,55,2533.373273813972,90.67585681555035
20092017,Rep 1,56,2443.6507867339583,90.13148543156892
20092017,Rep 2,56,2548.3271148045155,91.34332140682432
20092017,Rep 3,56,2575.644211354353,90.21672857148863
20092017,Rep 4,56,2423.9726132866904,92.18430054612988
20092017,Rep 5,56,2569.976605591604,96.03059252446884
20092017,Rep 1,57,2385.3240646269946,84.56967483
20092017,Rep 2,57,2482.452749576508,86.04263443849099
20092017,Rep 3,57,2502.379869508474,85.23635390755925
20092017,Rep 4,57,2337.416587836284,86.21514561349306
20092017,Rep 5,57,2465.222896672258,91.37199965567638
20092017,Rep 1,58,2304.0390782276895,76.45303913789502
20092017,Rep 2,58,2408.0594367881927,75.62858471
20092017,Rep 3,58,2366.3358570264413,75.82141816871611
20092017,Rep 4,58,2260.784444655293,77.06032246970446
20092017,Rep 5,58,2336.8504449286256,76.15362789406291
20092017,Rep 1,59,2258.4500799951775,69.64799608599446
20092017,Rep 2,59,2333.0066982239127,65.53654564569781
20092017,Rep 3,59,2266.1576418794743,65.43049617537335
20092017,Rep 4,59,2220.4785990230694,68.32479633744649
20092017,Rep 5,59,2264.3851778742946,67.55283988113517
20092017,Rep 1,60,2249.115292186649,62.456834139656614
20092017,Rep 2,60,2325.888725663226,59.950966836497464
20092017,Rep 3,60,2248.7054697317476,59.98304730878392
20092017,Rep 4,60,2187.063683668256,61.70929213575827
20092017,Rep 5,60,2239.460686,62.826169218354565
20092017,Rep 1,61,2283.8047058319066,60.61186297452173
20092017,Rep 2,61,2343.953549444295,58.81957349312766
20092017,Rep 3,61,2264.486634513281,57.74680474218733
20092017,Rep 4,61,2216.7277666595705,60.183453097806904
20092017,Rep 5,61,2253.528996588491,61.438758297137184
20092017,Rep 1,62,2307.2762358777686,59.74044979252848
20092017,Rep 2,62,2371.2021848192135,59.80241178437789
20092017,Rep 3,62,2268.4695244264794,59.514048341775286
20092017,Rep 4,62,2217.293438007741,62.29171853343295
20092017,Rep 5,62,2262.236843277515,64.39017253051539
20092017,Rep 1,63,2335.6377793807983,66.06382198595611
20092017,Rep 2,63,2388.1292341943085,65.52213735
20092017,Rep 3,63,2280.056845647012,65.46398339809626
20092017,Rep 4,63,2197.2292773419194,63.23745631318339
20092017,Rep 5,63,2262.633133816131,71.81026867889837
20092017,Rep 1,64,2353.075943136943,78.07026678486312
20092017,Rep 2,64,2400.9430598593335,75.1305123
20092017,Rep 3,64,2281.368826804274,75.22170024596238
20092017,Rep 4,64,2239.5459698631835,72.19476057973912
20092017,Rep 5,64,2263.5303786433465,80.92734678440337
20092017,Rep 1,65,2384.827662,89.50421492359665
20092017,Rep 2,65,2452.653935038411,87.50779651573194
20092017,Rep 3,65,2323.113985042944,88.55704978300618
20092017,Rep 4,65,2301.9626170946062,84.19995970956735
20092017,Rep 5,65,2285.569359922465,93.42379141028773
20092017,Rep 1,66,2488.425397251305,102.30560652777395
20092017,Rep 2,66,2552.0627860177765,101.71752675002463
20092017,Rep 3,66,2458.47081,102.68727995404043
20092017,Rep 4,66,2380.327542692188,98.42519474843391
20092017,Rep 5,66,2374.7853695993776,104.68796058991997
20092017,Rep 1,67,2615.3285062450245,119.71130353654091
20092017,Rep 2,67,2691.6091215548304,114.28364166723502
20092017,Rep 3,67,2580.5851641334884,120.39959086611505
20092017,Rep 4,67,2494.5301063742013,106.1017895176235
20092017,Rep 5,67,2501.778657,121.1506529408756
20092017,Rep 1,68,2683.1760801985674,132.33508449673482
20092017,Rep 2,68,2771.069253306517,121.31009762902572
20092017,Rep 3,68,2621.3023480449156,130.79089906260086
20092017,Rep 4,68,2562.3713200234697,117.92466769625567
20092017,Rep 5,68,2551.2405636605013,132.15551505109892
20092017,Rep 1,69,2662.7819312882075,129.2802502424986
20092017,Rep 2,69,2730.760302681194,120.50621544992333
20092017,Rep 3,69,2565.431324506924,127.89772066296597
20092017,Rep 4,69,2493.3002165335192,115.10631918575906
20092017,Rep 5,69,2451.1121512914356,123.44422880171595
20092017,Rep 1,70,2604.0620693857218,117.78466940806818
20092017,Rep 2,70,2633.725808,113.75167172779187
20092017,Rep 3,70,2465.5255844205617,119.9790669194539
20092017,Rep 4,70,2418.8498457921783,107.86320859220577
20092017,Rep 5,70,2375.901830842389,111.9837419910201
20092017,Rep 1,71,2542.151220969367,107.27015223801617
20092017,Rep 2,71,2516.3359549347974,97.59302240999413
20092017,Rep 3,71,2413.7326201681485,109.50620371987061
20092017,Rep 4,71,2349.689904831063,96.87082961611891
20092017,Rep 5,71,2320.2534908973817,102.64282806949018
20092017,Rep 1,72,2533.3058565637725,101.80655878933102
20092017,Rep 2,72,2477.5557634645925,85.61570217
20092017,Rep 3,72,2378.380576897297,103.64447853831076
20092017,Rep 4,72,2303.1576712500732,89.68518992409153
20092017,Rep 5,72,2295.846042275019,98.53608739111952
20092017,Rep 1,73,2610.216602006717,124.73531901611238
20092017,Rep 2,73,2360.553872878469,100.22408556395204
20092017,Rep 3,73,2365.7795518357725,123.37685864599891
20092017,Rep 4,73,2243.1159864259093,98.85417613658295
20092017,Rep 5,73,2386.7419681636206,124.36387898992234
20092017,Rep 1,74,2632.438805802309,124.97251356103435
20092017,Rep 2,74,2367.8483766557006,100.94107263063299
20092017,Rep 3,74,2371.7650180602145,123.07473324627834
20092017,Rep 4,74,2257.541463657965,102.05972072129934
20092017,Rep 5,74,2383.3319938429145,123.21413661609293
20092017,Rep 1,75,2650.8508971544247,131.97607518081773
20092017,Rep 2,75,2359.543552385701,100.68529572541472
20092017,Rep 3,75,2382.920954114052,131.52489682691075
20092017,Rep 4,75,2268.750543674083,104.53671244203495
20092017,Rep 5,75,2410.2516241832445,128.01864448887622
20092017,Rep 1,76,2670.8710243565483,145.12121968039995
20092017,Rep 2,76,2344.8739526985473,102.70492587531417
20092017,Rep 3,76,2394.5730674902156,145.06395825423036
20092017,Rep 4,76,2260.975897358832,106.47710443025473
20092017,Rep 5,76,2439.821530060761,141.8739220859975
20092017,Rep 1,77,2719.6689739353405,164.48293528131202
20092017,Rep 2,77,2352.899205,109.25599474550874
20092017,Rep 3,77,2423.238577352369,159.67194720077947
20092017,Rep 4,77,2268.1880731083575,111.02268310737499
20092017,Rep 5,77,2494.956053960085,158.9793541834826
20092017,Rep 1,78,2821.223235191618,186.87030995280207
20092017,Rep 2,78,2409.147672405763,122.09200536769855
20092017,Rep 3,78,2495.7137347392336,175.82777741695486
20092017,Rep 4,78,2323.327159285705,121.17792694818878
20092017,Rep 5,78,2600.0543207708984,177.71356264490151
20092017,Rep 1,79,2954.903453787385,207.73568988579584
20092017,Rep 2,79,2494.3653256308253,138.22399158788937
20092017,Rep 3,79,2594.940214563538,192.2820107784383
20092017,Rep 4,79,2407.381501279633,134.47370914503668
20092017,Rep 5,79,2718.917157,195.00828285587505
20092017,Rep 1,80,3050.9750183106844,218.77956491027246
20092017,Rep 2,80,2574.9355799418895,150.38287433695743
20092017,Rep 3,80,2664.2684280464246,201.37017604707444
20092017,Rep 4,80,2475.9884986085667,144.01825228576058
20092017,Rep 5,80,2789.7651201733247,205.4143476363798
20092017,Rep 1,81,3044.287404883662,213.18006760397185
20092017,Rep 2,81,2561.1091124100603,149.86859444740602
20092017,Rep 3,81,2642.285339,195.58632365279067
20092017,Rep 4,81,2485.3720345381066,144.03345525734915
20092017,Rep 5,81,2760.824194230267,199.56257590329238
20092017,Rep 1,82,2966.9296749622185,194.22824877781983
20092017,Rep 2,82,2497.030693437968,139.49889017240213
20092017,Rep 3,82,2531.6487755748763,181.74952718177818
20092017,Rep 4,82,2465.2687418063215,134.74970143268203
20092017,Rep 5,82,2649.3247456930426,184.49409500549493
20092017,Rep 1,83,2900.3745157187345,175.0642856506381
20092017,Rep 2,83,2454.5854904519815,128.5698862844129
20092017,Rep 3,83,2447.0475338488927,168.1401422
20092017,Rep 4,83,2457.4507483638054,125.19927729920553
20092017,Rep 5,83,2560.597442267494,170.58402575031292
20092017,Rep 1,84,2868.339481720275,160.47590090812463
20092017,Rep 2,84,2431.6057831783114,121.64237600756451
20092017,Rep 3,84,2409.930598099867,157.47138991804508
20092017,Rep 4,84,2473.7853263942757,120.70372612828665
20092017,Rep 5,84,2524.887243867383,160.3137344397447
20092017,Rep 1,85,2867.014689573615,152.17762628966372
20092017,Rep 2,85,2428.985067934927,118.15044847603478
20092017,Rep 3,85,2410.064748775059,150.5577224001198
20092017,Rep 4,85,2510.6683946344224,119.48490727900186
20092017,Rep 5,85,2515.5388178515755,154.51266679042442
20092017,Rep 1,86,2877.223361702207,151.12203775442822
20092017,Rep 2,86,2426.435902559747,118.35745952893615
20092017,Rep 3,86,2404.8813535353684,148.7035424
20092017,Rep 4,86,2543.6864109932344,120.15127436074977
20092017,Rep 5,86,2512.843815967535,154.0311840665997
20092017,Rep 1,87,2891.8524424827015,154.94506901957897
20092017,Rep 2,87,2427.801459429234,119.44131923861134
20092017,Rep 3,87,2412.2281303948334,151.93900888100762
20092017,Rep 4,87,2563.5137502751754,120.42358164192855
20092017,Rep 5,87,2537.1455879770797,158.59899537832965
20092017,Rep 1,88,2915.9323012678706,163.5398620395485
20092017,Rep 2,88,2443.0567631480308,121.54545859619274
20092017,Rep 3,88,2450.004300365103,159.82646203373582
20092017,Rep 4,88,2568.107411590454,120.0039234122423
20092017,Rep 5,88,2584.649930749711,168.77216179982483
20092017,Rep 1,89,2959.227040607532,176.3533566261108
20092017,Rep 2,89,2476.318640903051,126.51737821635206
20092017,Rep 3,89,2504.069164226282,172.46826362328775
20092017,Rep 4,89,2577.774988420402,121.09534552372118
20092017,Rep 5,89,2635.8332536289863,183.5702467473971
20092017,Rep 1,90,3036.5326755919164,191.9129549548248
20092017,Rep 2,90,2540.134403842988,135.29079262213858
20092017,Rep 3,90,2581.738283105975,187.55004965411692
20092017,Rep 4,90,2619.0372963862064,127.49093540389063
20092017,Rep 5,90,2712.9971852018243,197.5079748368577
20092017,Rep 1,91,3141.0211585863535,207.9496870671599
20092017,Rep 2,91,2621.088409746352,144.9549895710418
20092017,Rep 3,91,2676.00216,203.91770959000004
20092017,Rep 4,91,2689.9587462175145,137.2965988789321
20092017,Rep 5,91,2814.171389328301,211.15359828021582
20092017,Rep 1,92,3224.709432595854,217.73560110811454
20092017,Rep 2,92,2684.265883265024,152.73553316569638
20092017,Rep 3,92,2746.774224476062,213.29495211121335
20092017,Rep 4,92,2744.1720118673575,144.3069735844832
20092017,Rep 5,92,2894.7952298434875,219.6587820816256
20092017,Rep 1,93,3228.639135289089,213.55616531307257
20092017,Rep 2,93,2682.2829180963263,152.9300643795573
20092017,Rep 3,93,2748.2167930979804,209.33394403636726
20092017,Rep 4,93,2748.3289775928442,142.87923684135623
20092017,Rep 5,93,2891.571245909962,214.6114484608022
20092017,Rep 1,94,3167.397235290884,197.82750179582482
20092017,Rep 2,94,2617.6414564992324,146.68021260096273
20092017,Rep 3,94,2680.1647136844663,194.70166712951806
20092017,Rep 4,94,2707.4869341943413,136.00716597115508
