Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
54,2,3327,0.000826179,3.6212245327741265e-06,44,0.082617929
54,2,3328,0.000864,1.1303883305139883e-06,44,0.0864
54,3,3326,0,0,34,0
54,3,3327,0.001112156,5.610416284005355e-06,34,0.111215589
54,3,3328,0.001378,4.755114205894808e-06,34,0.1378
54,4,3326,0,0,24,0
54,4,3327,0.001481172,9.442215152971296e-06,24,0.148117228
54,4,3328,0.007307667,1.9455076458351626e-05,24,0.730766667
54,5,3326,0,0,14,0
54,5,3327,0,0,14,0
54,5,3328,0.017972333,5.291922565991868e-05,14,1.797233333
54,6,3326,0,0,4,0
54,6,3327,0,0,4,0
54,6,3328,0,0,4,0
55,1,3326,6.282975331776765e-05,2.053165158171265e-06,55,0.006282975
55,1,3327,0.000488469,1.985910303704279e-06,55,0.048846935
55,1,3328,0.000507,6.236095644587676e-07,55,0.0507
55,2,3326,0,0,45,0
55,2,3327,0.00077489,4.536729396133966e-06,45,0.077489001
55,2,3328,0.000815667,1.247219128928199e-06,45,0.081566667
55,3,3326,0,0,35,0
55,3,3327,0.001016016,5.152375298054413e-06,35,0.101601624
55,3,3328,0.001295667,4.521553322087674e-06,35,0.129566667
55,4,3326,0,0,25,0
55,4,3327,0.001963869,1.2778873737592077e-05,25,0.196386881
55,4,3328,0.004222,3.180408778758751e-05,25,0.4222
55,5,3326,0,0,15,0
55,5,3327,0,0,15,0
55,5,3328,0.023984667,5.35293273719058e-05,15,2.398466667
55,6,3326,0,0,5,0
55,6,3327,0,0,5,0
55,6,3328,0,0,5,0
56,1,3326,8.862013240890372e-05,3.894640695181968e-06,56,0.008862013
56,1,3327,0.000462936,2.016701446941599e-06,56,0.046293572
56,1,3328,0.000482,6.236095644587542e-07,56,0.0482
56,2,3326,8.230972050362575e-07,5.487314700241716e-07,46,8.23097E-05
56,2,3327,0.000727819,4.072932098954839e-06,46,0.072781933
56,2,3328,0.000774,2.2110831935782993e-06,46,0.0774
56,3,3326,0,0,36,0
56,3,3327,0.00094319,2.0946411875324642e-06,36,0.09431899
56,3,3328,0.001214667,5.2014955114451755e-06,36,0.121466667
56,4,3326,0,0,26,0
56,4,3327,0.003213462,3.5522614937637245e-05,26,0.321346222
56,4,3328,0.002708,1.5611605369804368e-05,26,0.2708
56,5,3326,0,0,16,0
56,5,3327,0,0,16,0
56,5,3328,0.033162,2.8369584652106417e-05,16,3.3162
56,6,3326,0,0,6,0
56,6,3327,0,0,6,0
56,6,3328,0,0,6,0
57,1,3326,0.000119898,4.351098019122223e-06,57,0.011989783
57,1,3327,0.000445839,1.0295178136438526e-06,57,0.04458393
57,1,3328,0.00046,0,57,0.046
57,2,3326,6.859143375302146e-06,1.940058717522773e-06,47,0.000685914
57,2,3327,0.000684301,2.864981055278418e-06,47,0.068430115
57,2,3328,0.000737667,2.013840995603773e-06,47,0.073766667
57,3,3326,0,0,37,0
57,3,3327,0.000930756,4.959808498624006e-06,37,0.093075614
