Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
33,4,3326,0,0,3,0
33,4,3327,0,0,3,0
33,4,3328,0,0,3,0
34,1,3326,0.000978663,1.1099102882311264e-05,34,0.097866258
34,1,3327,0.001250704,4.872061719761132e-06,34,0.125070356
34,1,3328,0.001354,4.428443418524814e-06,34,0.1354
34,2,3326,0,0,24,0
34,2,3327,0.008019779,3.883648038134219e-05,24,0.801977857
34,2,3328,0.013457666666666621,4.612784167703149e-06,24,1.345766667
34,3,3326,0,0,14,0
34,3,3327,0.000164525,6.195037563638438e-06,14,0.016452536
34,3,3328,0.070436667,4.113325229598555e-05,14,7.043666667
34,4,3326,0,0,4,0
34,4,3327,0,0,4,0
34,4,3328,0,0,4,0
35,1,3326,0.000973724,7.5438104927722425e-06,35,0.097372399
35,1,3327,0.001186758,6.725393070557214e-06,35,0.118675848
35,1,3328,0.001282667,5.567764362832112e-06,35,0.128266667
35,2,3326,0,0,25,0
35,2,3327,0.006685147,3.146939475581839e-05,25,0.668514709
35,2,3328,0.011253,4.390646624097976e-06,25,1.1253
35,3,3326,0,0,15,0
35,3,3327,0.000146763,5.386266893302729e-06,15,0.014676284
35,3,3328,0.058805666666666645,2.8355873387274428e-05,15,5.880566667
35,4,3326,0,0,5,0
35,4,3327,0,0,5,0
35,4,3328,0,0,5,0
36,1,3326,0.000936685,5.842766330664464e-06,36,0.093668462
36,1,3327,0.001143684,6.756474296945492e-06,36,0.114368437
36,1,3328,0.001237667,4.1365578819910475e-06,36,0.123766667
36,2,3326,0,0,26,0
36,2,3327,0.006274833,2.4386602529750736e-05,26,0.627483284
36,2,3328,0.009416,3.1001792062847946e-06,26,0.9416
36,3,3326,0,0,16,0
36,3,3327,0.003144632,2.282339330412051e-05,16,0.314463244
36,3,3328,0.047293667,3.369965380633976e-05,16,4.729366667
36,4,3326,0,0,6,0
36,4,3327,0,0,6,0
36,4,3328,0,0,6,0
37,1,3326,0.000801422,6.277521593209243e-06,37,0.080142231
37,1,3327,0.001145905,3.962500718289301e-06,37,0.114590468
37,1,3328,0.001206333,2.5495097567970264e-06,37,0.120633333
37,2,3326,0,0,27,0
37,2,3327,0.006461561,1.0965300447393221e-05,27,0.646156135
37,2,3328,0.007884,2.768874620963015e-06,27,0.7884
37,3,3326,0,0,17,0
37,3,3327,0.02634404,6.115245525013628e-05,17,2.634404006
37,3,3328,0.04161,4.929221259208547e-05,17,4.161
37,4,3326,0,0,7,0
37,4,3327,0,0,7,0
37,4,3328,0,0,7,0
38,1,3326,0.000736123,5.463254952076545e-06,38,0.073612327
38,1,3327,0.001115264,1.5933759220574053e-06,38,0.111526433
38,1,3328,0.00116,2.4152294576982285e-06,38,0.116
38,2,3326,0,0,28,0
38,2,3327,0.00166457,9.077532784285617e-06,28,0.166457032
38,2,3328,0.001949,1.1303883305139839e-06,28,0.1949
38,3,3326,0,0,18,0
38,3,3327,0.033876904,1.0142005229325811e-05,18,3.38769035
38,3,3328,0.033835,4.014556845615278e-05,18,3.3835
38,4,3326,0,0,8,0
38,4,3327,0,0,8,0
