Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
34,3,3326,0,0,14,0
34,3,3327,0.067684089,5.521848508091177e-05,14,6.768408911
34,3,3328,0.034778333,3.832246222662793e-05,14,3.477833333
34,4,3326,0,0,4,0
34,4,3327,0,0,4,0
34,4,3328,0,0,4,0
35,1,3326,0.000582753,1.0056542831557832e-05,35,0.058275282
35,1,3327,0.001334854,2.4724383891747696e-06,35,0.133485351
35,1,3328,0.001383333,0,35,0.138333333
35,2,3326,0.000502089,1.022909642161901e-05,25,0.05020893
35,2,3327,0.011377561272373781,1.4303380237537154e-06,25,1.137756127
35,2,3328,0.011243,9.345230512582778e-06,25,1.1243
35,3,3326,0,0,15,0
35,3,3327,0.05715602,4.23152122338573e-05,15,5.715602044
35,3,3328,0.034999,2.0245712852075786e-05,15,3.4999
35,4,3326,0,0,5,0
35,4,3327,0,0,5,0
35,4,3328,0,0,5,0
36,1,3326,0.000648875,1.1599864000531434e-05,36,0.064887496
36,1,3327,0.0012809,2.8821367837998693e-06,36,0.128089985
36,1,3328,0.001315,0,36,0.1315
36,2,3326,0.002337322,2.0404769890188585e-05,26,0.23373217
36,2,3327,0.009515827,1.2946551228356445e-06,26,0.951582696
36,2,3328,0.009412333,9.107384061545243e-06,26,0.941233333
36,3,3326,0,0,16,0
36,3,3327,0.049789458609438744,4.55854560691773e-05,16,4.978945861
36,3,3328,0.037592667,0.000101475,16,3.759266667
36,4,3326,0,0,6,0
36,4,3327,0,0,6,0
36,4,3328,0.008736667,3.496823955787853e-05,6,0.873666667
37,1,3326,0.00074847,1.2726252842633076e-05,37,0.074846973
37,1,3327,0.001237604,2.4674485992425632e-06,37,0.12376037
37,1,3328,0.001251667,0,37,0.125166667
37,2,3326,0.003625469,2.5522650373630057e-05,27,0.362546882
37,2,3327,0.007959608,4.153829418413011e-07,27,0.795960803
37,2,3328,0.007919,5.338539126017533e-06,27,0.7919
37,3,3326,0,0,17,0
37,3,3327,0.043861883,1.5643377369277424e-05,17,4.386188307
37,3,3328,0.044689667,3.418657956306184e-05,17,4.468966667
37,4,3326,0,0,7,0
37,4,3327,0.2815279765268275,1.9101164190327525e-05,7,28.15279765
37,4,3328,0.015142666666666641,3.7214095298537826e-05,7,1.514266667
38,1,3326,0.000830231,1.2769065019977687e-05,38,0.083023071
38,1,3327,0.00118143,1.2851003419091193e-06,38,0.118142973
38,1,3328,0.00119,0,38,0.119
38,2,3326,0.001238487,9.596919658786546e-06,28,0.123848693
38,2,3327,0.001961426,6.473275614204105e-07,28,0.196142646
38,2,3328,0.001956333,1.6158932858026725e-06,28,0.195633333
38,3,3326,0,0,18,0
38,3,3327,0.037808638,1.1156945891051111e-05,18,3.780863769
38,3,3328,0.038461333333333306,2.045591465674891e-05,18,3.846133333
38,4,3326,0,0,8,0
38,4,3327,0.23841145327402127,7.901639880106905e-06,8,23.84114533
38,4,3328,0.091428667,6.439979296032535e-05,8,9.142866667
39,1,3326,0.000909797,6.864628496835662e-06,39,0.090979678
39,1,3327,0.001131473,4.1538294184122387e-07,39,0.113147264
39,1,3328,0.001131667,0,39,0.113166667
