Timestep,ReleaseNumber,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
87,3,0.000163522,8.615258832856889e-06,67,0.016352198
87,4,0.000405513,6.630347579460277e-06,57,0.040551256
87,5,0.000622261,7.433235668722403e-06,47,0.062226149
87,6,7.188382257316649e-05,3.176013000214067e-06,37,0.007188382
87,7,0,0,27,0
87,8,0,0,17,0
87,9,0,0,7,0
88,1,9.328434990410917e-05,1.2270008683674366e-06,88,0.009328435
88,2,7.846860021345654e-05,2.9550094009413533e-06,78,0.00784686
88,3,0.000161876,9.543826979981918e-06,68,0.016187578
88,4,0.000391794,4.013624683682006e-06,58,0.039179427
88,5,0.000610189,7.980223483101098e-06,48,0.061018939
88,6,6.859143375302145e-05,4.160962389424603e-06,38,0.006859143
88,7,0,0,28,0
88,8,0,0,18,0
88,9,0,0,8,0
89,1,9.547927578420585e-05,1.5998134024493436e-06,89,0.009547928
89,2,8.176098903360158e-05,2.5146034975901557e-06,79,0.008176099
89,3,0.000171753,1.017745261896176e-05,69,0.017175295
89,4,0.000343506,4.106330316332689e-06,59,0.03435059
89,5,0.000612384,5.305980790500125e-06,49,0.061238432
89,6,5.651934141248969e-05,3.8411202901692e-06,39,0.005651934
89,7,0,0,29,0
89,8,0,0,19,0
89,9,0,0,9,0
90,1,0.000100418,2.22895776814884e-06,90,0.010041786
90,2,8.999196108396415e-05,2.0161681610498156e-06,80,0.008999196
90,3,0.000178338,8.139002995623829e-06,70,0.017833773
90,4,0.000285889,4.372670278358956e-06,60,0.02858891
90,5,0.000595374,6.6643205477924865e-06,50,0.059537364
90,6,4.719090642207876e-05,2.6600744943666308e-06,40,0.004719091
90,7,0,0,30,0
90,8,0,0,20,0
90,9,0,0,10,0
90,10,0,0,0,0
91,1,9.932039607434219e-05,1.8199363967134434e-06,91,0.00993204
91,2,8.779703520386746e-05,3.005526041452085e-06,81,0.008779704
91,3,0.000176143,5.305980790509931e-06,71,0.01761428
91,4,0.000212908,4.877231988472581e-06,61,0.021290781
91,5,0.000544342,7.74080997135924e-06,51,0.054434162
91,6,3.9508665841740354e-05,2.0531651581712655e-06,41,0.003950867
91,7,0,0,31,0
91,8,0,0,21,0
91,9,0,0,11,0
91,10,0,0,1,0
92,1,9.986912754439653e-05,1.8608389509120932e-06,92,0.009986913
92,2,8.944322961393997e-05,2.9550094009413487e-06,82,0.008944323
