Timestep,ReleaseNumber,Mean_Relative_Abundance_Inside,Std_Error_Relative_Abundance_Inside,Aligned_Timestep,%
163,17,0.5844977872403472,0,3,58.44977872
4,1,0.48870299086087743,0,4,48.87029909
14,2,0.48870299086087743,0,4,48.87029909
24,3,0.48870299086087743,0,4,48.87029909
34,4,0.48870299086087743,0,4,48.87029909
44,5,0.48870299086087743,0,4,48.87029909
54,6,0.48870299086087743,0,4,48.87029909
64,7,0.48870299086087743,0,4,48.87029909
74,8,0.48870299086087743,0,4,48.87029909
84,9,0.48870299086087743,0,4,48.87029909
94,10,0.48870299086087743,0,4,48.87029909
104,11,0.48870299086087743,0,4,48.87029909
114,12,0.48870299086087743,0,4,48.87029909
124,13,0.48870299086087743,0,4,48.87029909
134,14,0.48870299086087743,0,4,48.87029909
144,15,0.48870299086087743,0,4,48.87029909
154,16,0.48870299086087743,0,4,48.87029909
164,17,0.48870299086087743,0,4,48.87029909
5,1,0.4086074018387992,0,5,40.86074018
15,2,0.4086074018387992,0,5,40.86074018
25,3,0.4086074018387992,0,5,40.86074018
35,4,0.4086074018387992,0,5,40.86074018
45,5,0.4086074018387992,0,5,40.86074018
55,6,0.4086074018387992,0,5,40.86074018
65,7,0.4086074018387992,0,5,40.86074018
75,8,0.4086074018387992,0,5,40.86074018
85,9,0.4086074018387992,0,5,40.86074018
95,10,0.4086074018387992,0,5,40.86074018
105,11,0.4086074018387992,0,5,40.86074018
115,12,0.4086074018387992,0,5,40.86074018
125,13,0.4086074018387992,0,5,40.86074018
135,14,0.4086074018387992,0,5,40.86074018
145,15,0.4086074018387992,0,5,40.86074018
155,16,0.4086074018387992,0,5,40.86074018
165,17,0.4086074018387992,0,5,40.86074018
6,1,0.3416374695796991,0,6,34.16374696
16,2,0.3416374695796991,0,6,34.16374696
26,3,0.3416374695796991,0,6,34.16374696
36,4,0.3416374695796991,0,6,34.16374696
46,5,0.3416374695796991,0,6,34.16374696
56,6,0.3416374695796991,0,6,34.16374696
66,7,0.3416374695796991,0,6,34.16374696
76,8,0.3416374695796991,0,6,34.16374696
86,9,0.3416374695796991,0,6,34.16374696
96,10,0.3416374695796991,0,6,34.16374696
106,11,0.3416374695796991,0,6,34.16374696
116,12,0.3416374695796991,0,6,34.16374696
126,13,0.3416374695796991,0,6,34.16374696
136,14,0.3416374695796991,0,6,34.16374696
146,15,0.3416374695796991,0,6,34.16374696
156,16,0.3416374695796991,0,6,34.16374696
166,17,0.3416374695796991,0,6,34.16374696
7,1,0.2856449103784326,0,7,28.56449104
17,2,0.2856449103784326,0,7,28.56449104
27,3,0.2856449103784326,0,7,28.56449104
37,4,0.2856449103784326,0,7,28.56449104
47,5,0.2856449103784326,0,7,28.56449104
57,6,0.2856449103784326,0,7,28.56449104
67,7,0.2856449103784326,0,7,28.56449104
77,8,0.2856449103784326,0,7,28.56449104
87,9,0.2856449103784326,0,7,28.56449104
97,10,0.2856449103784326,0,7,28.56449104
107,11,0.2856449103784326,0,7,28.56449104
117,12,0.2856449103784326,0,7,28.56449104
127,13,0.2856449103784326,0,7,28.56449104
137,14,0.2856449103784326,0,7,28.56449104
147,15,0.2856449103784326,0,7,28.56449104
157,16,0.2856449103784326,0,7,28.56449104
167,17,0.2856449103784326,0,7,28.56449104
8,1,0.23882988501332042,0,8,23.8829885
18,2,0.23882988501332042,0,8,23.8829885
28,3,0.23882988501332042,0,8,23.8829885
38,4,0.23882988501332042,0,8,23.8829885
48,5,0.23882988501332042,0,8,23.8829885
58,6,0.23882988501332042,0,8,23.8829885
68,7,0.23882988501332042,0,8,23.8829885
78,8,0.23882988501332042,0,8,23.8829885
88,9,0.23882988501332042,0,8,23.8829885
98,10,0.23882988501332042,0,8,23.8829885
108,11,0.23882988501332042,0,8,23.8829885
118,12,0.23882988501332042,0,8,23.8829885
128,13,0.23882988501332042,0,8,23.8829885
138,14,0.23882988501332042,0,8,23.8829885
148,15,0.23882988501332042,0,8,23.8829885
158,16,0.23882988501332042,0,8,23.8829885
9,1,0.1996861255991461,0,9,19.96861256
19,2,0.1996861255991461,0,9,19.96861256
29,3,0.1996861255991461,0,9,19.96861256
39,4,0.1996861255991461,0,9,19.96861256
49,5,0.1996861255991461,0,9,19.96861256
59,6,0.1996861255991461,0,9,19.96861256
69,7,0.1996861255991461,0,9,19.96861256
79,8,0.1996861255991461,0,9,19.96861256
89,9,0.1996861255991461,0,9,19.96861256
99,10,0.1996861255991461,0,9,19.96861256
109,11,0.1996861255991461,0,9,19.96861256
119,12,0.1996861255991461,0,9,19.96861256
129,13,0.1996861255991461,0,9,19.96861256
139,14,0.1996861255991461,0,9,19.96861256
149,15,0.1996861255991461,0,9,19.96861256
159,16,0.1996861255991461,0,9,19.96861256
10,1,0.1669597807269045,0,10,16.69597807
20,2,0.1669597807269045,0,10,16.69597807
30,3,0.1669597807269045,0,10,16.69597807
40,4,0.1669597807269045,0,10,16.69597807
50,5,0.1669597807269045,0,10,16.69597807
60,6,0.1669597807269045,0,10,16.69597807
70,7,0.1669597807269045,0,10,16.69597807
80,8,0.1669597807269045,0,10,16.69597807
90,9,0.1669597807269045,0,10,16.69597807
100,10,0.1669597807269045,0,10,16.69597807
110,11,0.1669597807269045,0,10,16.69597807
120,12,0.1669597807269045,0,10,16.69597807
130,13,0.1669597807269045,0,10,16.69597807
140,14,0.1669597807269045,0,10,16.69597807
150,15,0.1669597807269045,0,10,16.69597807
160,16,0.1669597807269045,0,10,16.69597807
11,1,0.1395945423167991,0,11,13.95945423
21,2,0.1395945423167991,0,11,13.95945423
31,3,0.1395945423167991,0,11,13.95945423
41,4,0.1395945423167991,0,11,13.95945423
51,5,0.1395945423167991,0,11,13.95945423
61,6,0.1395945423167991,0,11,13.95945423
71,7,0.1395945423167991,0,11,13.95945423
81,8,0.1395945423167991,0,11,13.95945423
91,9,0.1395945423167991,0,11,13.95945423
101,10,0.1395945423167991,0,11,13.95945423
111,11,0.1395945423167991,0,11,13.95945423
121,12,0.1395945423167991,0,11,13.95945423
131,13,0.1395945423167991,0,11,13.95945423
141,14,0.1395945423167991,0,11,13.95945423
151,15,0.1395945423167991,0,11,13.95945423
161,16,0.1395945423167991,0,11,13.95945423
12,1,0.11671518367414131,0,12,11.67151837
22,2,0.11671518367414131,0,12,11.67151837
32,3,0.11671518367414131,0,12,11.67151837
42,4,0.11671518367414131,0,12,11.67151837
52,5,0.11671518367414131,0,12,11.67151837
62,6,0.11671518367414131,0,12,11.67151837
72,7,0.11671518367414131,0,12,11.67151837
82,8,0.11671518367414131,0,12,11.67151837
92,9,0.11671518367414131,0,12,11.67151837
102,10,0.11671518367414131,0,12,11.67151837
112,11,0.11671518367414131,0,12,11.67151837
122,12,0.11671518367414131,0,12,11.67151837
132,13,0.11671518367414131,0,12,11.67151837
142,14,0.11671518367414131,0,12,11.67151837
152,15,0.11671518367414131,0,12,11.67151837
162,16,0.11671518367414131,0,12,11.67151837
13,1,0.097586405,0,13,9.7586405
23,2,0.097586405,0,13,9.7586405
33,3,0.097586405,0,13,9.7586405
43,4,0.097586405,0,13,9.7586405
53,5,0.097586405,0,13,9.7586405
63,6,0.097586405,0,13,9.7586405
73,7,0.097586405,0,13,9.7586405
83,8,0.097586405,0,13,9.7586405
93,9,0.097586405,0,13,9.7586405
103,10,0.097586405,0,13,9.7586405
113,11,0.097586405,0,13,9.7586405
123,12,0.097586405,0,13,9.7586405
133,13,0.097586405,0,13,9.7586405
143,14,0.097586405,0,13,9.7586405
153,15,0.097586405,0,13,9.7586405
163,16,0.097586405,0,13,9.7586405
14,1,0.081593626,0,14,8.1593626
24,2,0.081593626,0,14,8.1593626
34,3,0.081593626,0,14,8.1593626
44,4,0.081593626,0,14,8.1593626
54,5,0.081593626,0,14,8.1593626
64,6,0.081593626,0,14,8.1593626
74,7,0.081593626,0,14,8.1593626
84,8,0.081593626,0,14,8.1593626
94,9,0.081593626,0,14,8.1593626
104,10,0.081593626,0,14,8.1593626
114,11,0.081593626,0,14,8.1593626
124,12,0.081593626,0,14,8.1593626
134,13,0.081593626,0,14,8.1593626
144,14,0.081593626,0,14,8.1593626
154,15,0.081593626,0,14,8.1593626
164,16,0.081593626,0,14,8.1593626
15,1,0.06822104,0,15,6.822104
25,2,0.06822104,0,15,6.822104
35,3,0.06822104,0,15,6.822104
45,4,0.06822104,0,15,6.822104
55,5,0.06822104,0,15,6.822104
65,6,0.06822104,0,15,6.822104
75,7,0.06822104,0,15,6.822104
85,8,0.06822104,0,15,6.822104
95,9,0.06822104,0,15,6.822104
105,10,0.06822104,0,15,6.822104
115,11,0.06822104,0,15,6.822104
125,12,0.06822104,0,15,6.822104
135,13,0.06822104,0,15,6.822104
145,14,0.06822104,0,15,6.822104
155,15,0.06822104,0,15,6.822104
165,16,0.06822104,0,15,6.822104
16,1,0.057037893,0,16,5.7037893
26,2,0.057037893,0,16,5.7037893
36,3,0.057037893,0,16,5.7037893
46,4,0.057037893,0,16,5.7037893
56,5,0.057037893,0,16,5.7037893
66,6,0.057037893,0,16,5.7037893
76,7,0.057037893,0,16,5.7037893
86,8,0.057037893,0,16,5.7037893
96,9,0.057037893,0,16,5.7037893
106,10,0.057037893,0,16,5.7037893
116,11,0.057037893,0,16,5.7037893
126,12,0.057037893,0,16,5.7037893
136,13,0.057037893,0,16,5.7037893
146,14,0.057037893,0,16,5.7037893
156,15,0.057037893,0,16,5.7037893
166,16,0.057037893,0,16,5.7037893
17,1,0.047690252,0,17,4.7690252
27,2,0.047690252,0,17,4.7690252
37,3,0.047690252,0,17,4.7690252
47,4,0.047690252,0,17,4.7690252
57,5,0.047656779440129235,6.399253609798989e-06,17,4.765677944
67,6,0.047690252,0,17,4.7690252
77,7,0.047690252,0,17,4.7690252
87,8,0.047690252,0,17,4.7690252
97,9,0.047690252,0,17,4.7690252
107,10,0.047690252,0,17,4.7690252
117,11,0.047690252,0,17,4.7690252
127,12,0.047690252,0,17,4.7690252
137,13,0.047690252,0,17,4.7690252
147,14,0.047690252,0,17,4.7690252
157,15,0.047690252,0,17,4.7690252
167,16,0.047690252,0,17,4.7690252
18,1,0.039873572,0,18,3.9873572
28,2,0.039873572,0,18,3.9873572
38,3,0.039873572,0,18,3.9873572
48,4,0.039873572,0,18,3.9873572
58,5,0.015804015,0.000102366,18,1.5804015
68,6,0.039873572,0,18,3.9873572
78,7,0.039873572,0,18,3.9873572
88,8,0.039873572,0,18,3.9873572
98,9,0.039873572,0,18,3.9873572
108,10,0.039873572,0,18,3.9873572
118,11,0.039873572,0,18,3.9873572
128,12,0.039873572,0,18,3.9873572
138,13,0.039873572,0,18,3.9873572
148,14,0.039873572,0,18,3.9873572
158,15,0.039873572,0,18,3.9873572
19,1,0.03333818,0,19,3.333818
29,2,0.03333818,0,19,3.333818
39,3,0.03333818,0,19,3.333818
49,4,0.03333818,0,19,3.333818
59,5,0.005864293,7.557568395119308e-05,19,0.5864293
69,6,0.03333818,0,19,3.333818
79,7,0.03333818,0,19,3.333818
89,8,0.03333818,0,19,3.333818
99,9,0.033337083,1.0974629400405459e-06,19,3.3337083
109,10,0.03333818,0,19,3.333818
119,11,0.03333818,0,19,3.333818
129,12,0.03333818,0,19,3.333818
139,13,0.03333818,0,19,3.333818
149,14,0.03333818,0,19,3.333818
159,15,0.03333818,0,19,3.333818
20,1,0.027875559,0,20,2.7875559
30,2,0.027875559,0,20,2.7875559
40,3,0.027875559,0,20,2.7875559
50,4,0.027875559,0,20,2.7875559
60,5,0.004212611,6.0251864835189624e-05,20,0.4212611
70,6,0.027875559,0,20,2.7875559
80,7,0.027875559,0,20,2.7875559
90,8,0.027875559,0,20,2.7875559
100,9,0.027873364,1.5998134024578222e-06,20,2.7873364
110,10,0.027875559,0,20,2.7875559
120,11,0.027875559,0,20,2.7875559
130,12,0.027875559,0,20,2.7875559
140,13,0.027875559,0,20,2.7875559
150,14,0.027875559,0,20,2.7875559
160,15,0.027875559,0,20,2.7875559
21,1,0.023304626,0,21,2.3304626
31,2,0.023304626,0,21,2.3304626
41,3,0.023304626,0,21,2.3304626
51,4,0.023304626,0,21,2.3304626
61,5,0.003796673,5.9325206488298884e-05,21,0.3796673
71,6,0.023304626,0,21,2.3304626
81,7,0.023304626,0,21,2.3304626
91,8,0.023304626,0,21,2.3304626
101,9,0.023304077,5.487314700194923e-07,21,2.3304077
111,10,0.023304626,0,21,2.3304626
121,11,0.023304626,0,21,2.3304626
131,12,0.023304626,0,21,2.3304626
141,13,0.023304626,0,21,2.3304626
151,14,0.023304626,0,21,2.3304626
161,15,0.023304626,0,21,2.3304626
22,1,0.019484357,6.720560536772575e-07,22,1.9484357
32,2,0.019485455,0,22,1.9485455
42,3,0.019485455,0,22,1.9485455
52,4,0.019485455,0,22,1.9485455
62,5,0.00329623,6.460482918792678e-05,22,0.329623
72,6,0.019485455,0,22,1.9485455
82,7,0.019485455,0,22,1.9485455
92,8,0.019485455,0,22,1.9485455
102,9,0.019484906,5.487314700194923e-07,22,1.9484906
112,10,0.019485455,0,22,1.9485455
122,11,0.019485455,0,22,1.9485455
132,12,0.019485455,0,22,1.9485455
142,13,0.019485455,0,22,1.9485455
152,14,0.019485455,0,22,1.9485455
162,15,0.019485455,0,22,1.9485455
23,1,0.016072344757007938,8.719479463490992e-06,23,1.607234476
33,2,0.016291837,0,23,1.6291837
43,3,0.016291837,0,23,1.6291837
53,4,0.016291837,0,23,1.6291837
63,5,0.011358741,4.2769385360724576e-05,23,1.1358741
73,6,0.016291837,0,23,1.6291837
83,7,0.016291837,0,23,1.6291837
93,8,0.016287447,1.8608389509173467e-06,23,1.6287447
103,9,0.016291288613547582,5.487314700202729e-07,23,1.629128861
113,10,0.016291837,0,23,1.6291837
123,11,0.016291837,0,23,1.6291837
133,12,0.016291837,0,23,1.6291837
143,13,0.016291837,0,23,1.6291837
153,14,0.016291837,0,23,1.6291837
163,15,0.016291837,0,23,1.6291837
24,1,0.013290825,6.159495474520256e-06,24,1.3290825
34,2,0.013368196072728818,1.3060500646585324e-05,24,1.336819607
44,3,0.013622259,0,24,1.3622259
54,4,0.013622259,0,24,1.3622259
64,5,0.013203576631721559,1.1131271808701857e-05,24,1.320357663
74,6,0.013622259,0,24,1.3622259
84,7,0.013622259,0,24,1.3622259
94,8,0.012069348683181599,1.5665298412372158e-05,24,1.206934868
104,9,0.013605796799249259,2.8775721051558423e-06,24,1.36057968
114,10,0.013622259,0,24,1.3622259
124,11,0.013622259,0,24,1.3622259
134,12,0.013622259,0,24,1.3622259
144,13,0.013622259,0,24,1.3622259
154,14,0.013622259,0,24,1.3622259
164,15,0.013622259,0,24,1.3622259
25,1,0.011071755,5.5959849467486294e-06,25,1.1071755
35,2,0.010897258263209959,1.1877216297266222e-05,25,1.089725826
45,3,0.010527413,2.8814933953277992e-05,25,1.0527413
55,4,0.011386178,1.227000868358314e-06,25,1.1386178
65,5,0.011055842,1.2680328260275106e-05,25,1.1055842
75,6,0.011388922,0,25,1.1388922
85,7,0.011388922,0,25,1.1388922
95,8,0.01017842,1.6310344902643363e-05,25,1.017842
105,9,0.011346121,2.5443631547373766e-06,25,1.1346121
115,10,0.011388922,0,25,1.1388922
125,11,0.011388922,0,25,1.1388922
135,12,0.011388922,0,25,1.1388922
145,13,0.011388922,0,25,1.1388922
155,14,0.011388922,0,25,1.1388922
165,15,0.011388922,0,25,1.1388922
26,1,0.009275208,8.074001360618953e-06,26,0.9275208
36,2,0.009123209,1.1940427048619604e-05,26,0.9123209
46,3,0.007960996,4.141559630765203e-05,26,0.7960996
56,4,0.009320204,1.2513002741995062e-05,26,0.9320204
66,5,0.009108942,1.080178978922787e-05,26,0.9108942
76,6,0.009523235,0,26,0.9523235
86,7,0.009523235,0,26,0.9523235
96,8,0.005552614,4.0763399137669573e-05,26,0.5552614
106,9,0.009440376,7.63308946421492e-06,26,0.9440376
116,10,0.009523235,0,26,0.9523235
126,11,0.009523235,0,26,0.9523235
136,12,0.009523235,0,26,0.9523235
146,13,0.009523235,0,26,0.9523235
156,14,0.009523235,0,26,0.9523235
166,15,0.009523235,0,26,0.9523235
27,1,0.007789792,7.069910434255366e-06,27,0.7789792
37,2,0.007762355,8.736728697890664e-06,27,0.7762355
47,3,0.006313704,3.5428255727501614e-05,27,0.6313704
57,4,0.007622429,7.1755950749342215e-06,27,0.7622429
67,5,0.002513739,4.0837199142202215e-05,27,0.2513739
77,6,0.007962094,0,27,0.7962094
87,7,0.007962094,0,27,0.7962094
97,8,0.003350554,1.4424437677109525e-05,27,0.3350554
107,9,0.007639988,2.0531651581742924e-06,27,0.7639988
117,10,0.007912708,6.886525294057111e-06,27,0.7912708
127,11,0.007962094,0,27,0.7962094
137,12,0.007962094,0,27,0.7962094
147,13,0.007962094,0,27,0.7962094
157,14,0.007962094,0,27,0.7962094
167,15,0.007857835,6.43444683728967e-06,27,0.7857835
28,1,0.001915073,5.689368973428849e-06,28,0.1915073
38,2,0.001927145,2.053165158173031e-06,28,0.1927145
48,3,0.001325187,1.4335445559113826e-05,28,0.1325187
58,4,0.001544679,1.6957489378338594e-05,28,0.1544679
68,5,0.000543793,1.5310493038858947e-05,28,0.0543793
78,6,0.001961715,0,28,0.1961715
88,7,0.001961715,0,28,0.1961715
98,8,0.00063159,1.3892771177525323e-05,28,0.063159
108,9,0.001845384,9.206595607166954e-06,28,0.1845384
118,10,0.001879954,6.5733357938579656e-06,28,0.1879954
128,11,0.001961715,0,28,0.1961715
138,12,0.001961715,0,28,0.1961715
148,13,0.001961715,0,28,0.1961715
158,14,0.001961715,0,28,0.1961715
29,1,0.001817399,7.238265217426781e-06,29,0.1817399
39,2,0.00184264,1.6461944100832998e-06,29,0.184264
49,3,0.001182516,1.650760838845508e-05,29,0.1182516
59,4,0.001280191,1.4992524732488604e-05,29,0.1280191
69,5,0.000487274,1.8087341285016474e-05,29,0.0487274
79,6,0.001865687,0,29,0.1865687
89,7,0.001865687,0,29,0.1865687
99,8,0.000516356,1.2674390386722934e-05,29,0.0516356
109,9,0.001727955,7.633089464205226e-06,29,0.1727955
119,10,0.001481026,7.827842425008612e-06,29,0.1481026
129,11,0.001865687,0,29,0.1865687
139,12,0.001865687,0,29,0.1865687
149,13,0.001865687,0,29,0.1865687
159,14,0.001865687,0,29,0.1865687
30,1,0.001736735,6.550392143435184e-06,30,0.1736735
40,2,0.001772403,8.67620634537752e-07,30,0.1772403
50,3,0.001129289,1.5823078938077745e-05,30,0.1129289
60,4,0.001166054,1.0375233773982712e-05,30,0.1166054
70,5,0.000371491,1.710335343575261e-05,30,0.0371491
80,6,0.0017735,6.720560536781914e-07,30,0.17735
90,7,0.001775146,0,30,0.1775146
100,8,0.000502089,1.0080840805245918e-05,30,0.0502089
110,9,0.001652779,7.493751476082516e-06,30,0.1652779
120,10,0.000402769,1.5012595055703967e-05,30,0.0402769
130,11,0.001775146,0,30,0.1775146
140,12,0.001775146,0,30,0.1775146
150,13,0.001775146,0,30,0.1775146
160,14,0.001775146,0,30,0.1775146
31,1,0.001588029,7.779611266970156e-06,31,0.1588029
41,2,0.001687349,0,31,0.1687349
51,3,0.001149044,1.4345943872888532e-05,31,0.1149044
61,4,0.001122156,1.037523377398143e-05,31,0.1122156
71,5,0.000300705,1.1756179558996926e-05,31,0.0300705
81,6,0.001683508,1.6461944100833087e-06,31,0.1683508
91,7,0.001687349,0,31,0.1687349
101,8,0.000563547,1.4764853801014382e-05,31,0.0563547
111,9,0.001576506,8.393977420129358e-06,31,0.1576506
121,10,0.000101515,8.456519894202035e-06,31,0.0101515
131,11,0.001687349,0,31,0.1687349
141,12,0.001687349,0,31,0.1687349
151,13,0.001687349,0,31,0.1687349
161,14,0.001687349,0,31,0.1687349
32,1,0.001500781,7.5138151036315344e-06,32,0.1500781
42,2,0.00160504,0,32,0.160504
52,3,0.001140813,1.8515113786385528e-05,32,0.1140813
62,4,0.001076062,1.1845484431076171e-05,32,0.1076062
72,5,0.000295766,7.923424017536074e-06,32,0.0295766
82,6,0.001577054,2.6600744943691066e-06,32,0.1577054
92,7,0.00160504,0,32,0.160504
102,8,0.000593179,1.3112271167005819e-05,32,0.0593179
112,9,0.001500232,8.779703520393136e-06,32,0.1500232
122,10,5.59706099424655e-05,5.922742215537031e-06,32,0.005597061
132,11,0.00160504,0,32,0.160504
142,12,0.00160504,0,32,0.160504
152,13,0.00160504,0,32,0.160504
162,14,0.00160504,0,32,0.160504
33,1,0.000862057,2.3092404088607077e-05,33,0.0862057
43,2,0.001522181,1.3441121073563418e-06,33,0.1522181
53,3,0.00113752,1.6702542278648547e-05,33,0.113752
63,4,0.001365244,9.20659560716071e-06,33,0.1365244
73,5,0.000278756,1.2257732533837543e-05,33,0.0278756
83,6,0.001451395,5.689368973433667e-06,33,0.1451395
93,7,0.001527668,5.487314700399797e-07,33,0.1527668
103,8,0.000598666,1.34243091582998e-05,33,0.0598666
113,9,0.001509012,3.1282506854942157e-06,33,0.1509012
123,10,4.225232319186122e-05,4.30325840625283e-06,33,0.004225232
133,11,0.001528217,0,33,0.1528217
143,12,0.001528217,0,33,0.1528217
153,13,0.001528217,0,33,0.1528217
163,14,0.001528217,0,33,0.1528217
34,1,0.000543793,1.5984011790733186e-05,34,0.0543793
44,2,0.001393778,4.752153928970506e-06,34,0.1393778
54,3,0.001091976,1.073187455756846e-05,34,0.1091976
64,4,0.001384998,5.715769899334907e-06,34,0.1384998
74,5,0.000273817,1.1555977298248308e-05,34,0.0273817
84,6,0.001333417,5.8201761525594454e-06,34,0.1333417
94,7,0.001381706,6.0485044831425176e-06,34,0.1381706
104,8,0.000472458,1.642532126536586e-05,34,0.0472458
114,9,0.001450846,1.0265825790778333e-06,34,0.1450846
124,10,3.127769379137779e-05,5.10349767961717e-06,34,0.003127769
134,11,0.001454138,0,34,0.1454138
144,12,0.001454138,0,34,0.1454138
154,13,0.001454138,0,34,0.1454138
164,14,0.001454138,0,34,0.1454138
35,1,0.000396733,1.6498485642037015e-05,35,0.0396733
45,2,0.001181968,5.649536262082932e-06,35,0.1181968
55,3,0.001027774,1.6059186864089235e-05,35,0.1027774
65,4,0.001324089,6.292493046843536e-06,35,0.1324089
75,5,0.000267232,1.3289048184992117e-05,35,0.0267232
85,6,0.001255498,5.922742215533683e-06,35,0.1255498
95,7,0.001290068,2.5146034975950448e-06,35,0.1290068
105,8,0.000384661,2.0262239249817298e-05,35,0.0384661
115,9,0.001379511,1.0265825790938566e-06,35,0.1379511
125,10,3.127769379137779e-05,4.720366589410376e-06,35,0.003127769
135,11,0.001382803,0,35,0.1382803
145,12,0.001382803,0,35,0.1382803
155,13,0.001382803,0,35,0.1382803
165,14,0.001382803,0,35,0.1382803
36,1,0.000384112,1.2422436996214592e-05,36,0.0384112
46,2,0.000766029,1.7999730536466215e-05,36,0.0766029
56,3,0.00080005,1.3624683058660266e-05,36,0.080005
66,4,0.001262631,4.541561019559483e-06,36,0.1262631
76,5,0.000263391,1.1312389055056698e-05,36,0.0263391
86,6,0.001227512,4.303258406257095e-06,36,0.1227512
96,7,0.001045882,8.203489596171192e-06,36,0.1045882
106,8,0.000314972,1.826954437682496e-05,36,0.0314972
116,9,0.001311468,8.676206345378034e-07,36,0.1311468
126,10,3.2375156731426124e-05,3.821472487203341e-06,36,0.003237516
136,11,0.001314212,0,36,0.1314212
146,12,0.001314212,0,36,0.1314212
156,13,0.001314212,0,36,0.1314212
166,14,0.001314212,0,36,0.1314212
37,1,0.000453801,1.0995187575357293e-05,37,0.0453801
47,2,0.000625554,1.5880065001073155e-05,37,0.0625554
57,3,0.000689755,8.788273267199777e-06,37,0.0689755
67,4,0.000953147,1.4113177127350295e-05,37,0.0953147
77,5,0.000267232,1.1332334511127825e-05,37,0.0267232
87,6,0.001179224,3.176013000208928e-06,37,0.1179224
97,7,0.000931746,1.270997601703926e-05,37,0.0931746
107,8,0.000180533,9.792973656812243e-06,37,0.0180533
117,9,0.001179224,5.781244771482022e-06,37,0.1179224
127,10,3.402135114149864e-05,3.6398727934606567e-06,37,0.003402135
137,11,0.001251108,0,37,0.1251108
147,12,0.001251108,0,37,0.1251108
157,13,0.001251108,0,37,0.1251108
167,14,0.001251108,0,37,0.1251108
38,1,0.000455447,1.2543046009115817e-05,38,0.0455447
48,2,0.00055367,1.593684729785225e-05,38,0.055367
58,3,0.000419231,1.0850462406846908e-05,38,0.0419231
68,4,0.000873581,1.3031650377980283e-05,38,0.0873581
78,5,0.000238698,1.2985356624645896e-05,38,0.0238698
88,6,0.001122156,4.160962389429238e-06,38,0.1122156
98,7,0.000856021,1.5052655420616076e-05,38,0.0856021
108,8,0.000122916,1.2189992724651406e-05,38,0.0122916
118,9,0.000961378,9.762178065910552e-06,38,0.0961378
128,10,4.44472490719579e-05,5.446004340816899e-06,38,0.004444725
138,11,0.001190747,0,38,0.1190747
148,12,0.001190747,0,38,0.1190747
158,13,0.001190747,0,38,0.1190747
39,1,0.000536111,1.3175269993495438e-05,39,0.0536111
