Model,Location,Time,Replicate,Average,SE,Wind,Tide
17012018,3326,64,Rep3,6232.360013536131,116.93306811121803,SE,Spring
17012018,3326,64,Rep4,6068.276167635494,119.36679412449668,SE,Spring
17012018,3326,64,Rep5,5941.767392885167,114.68870103765413,SE,Spring
17012018,3326,65,Rep1,6377.825021902101,131.56175411572517,SE,Spring
17012018,3326,65,Rep2,6220.039693,129.2459810459213,SE,Spring
17012018,3326,65,Rep3,6717.880042256043,124.60638434990233,SE,Spring
17012018,3326,65,Rep4,6582.902892845634,125.77028406940998,SE,Spring
17012018,3326,65,Rep5,6432.950973,123.67752201928867,SE,Spring
17012018,3326,66,Rep1,6758.107116848746,136.34355358055342,SE,Spring
17012018,3326,66,Rep2,6620.492168853157,135.80084842502862,SE,Spring
17012018,3326,66,Rep3,7132.50071,128.8111634285987,SE,Spring
17012018,3326,66,Rep4,6985.951998518287,131.0987204455949,SE,Spring
17012018,3326,66,Rep5,6883.429490728997,127.93303903332773,SE,Spring
17012018,3326,67,Rep1,6996.095490391829,139.40945658652927,SE,Spring
17012018,3326,67,Rep2,6816.836238669549,139.60280159275646,SE,Spring
17012018,3326,67,Rep3,7304.600664096425,132.9355975540687,SE,Spring
17012018,3326,67,Rep4,7230.4352589422815,134.69918388478763,SE,Spring
17012018,3326,67,Rep5,7113.676184355136,132.08650097636558,SE,Spring
17012018,3326,68,Rep1,6925.586729206005,140.24451594487883,SE,Spring
17012018,3326,68,Rep2,6809.230055477899,138.51378894850268,SE,Spring
17012018,3326,68,Rep3,7234.010531564899,134.83388200516288,SE,Spring
17012018,3326,68,Rep4,7262.4309921947715,132.7265659851326,SE,Spring
17012018,3326,68,Rep5,7074.340430341335,132.35762378637668,SE,Spring
17012018,3326,69,Rep1,6708.243084696845,138.04628964544543,SE,Spring
17012018,3326,69,Rep2,6580.329953954927,135.99798004447382,SE,Spring
17012018,3326,69,Rep3,6968.919051593608,133.3436477639528,SE,Spring
17012018,3326,69,Rep4,7023.381742907885,131.2504303573511,SE,Spring
17012018,3326,69,Rep5,6839.594944131419,129.9564411,SE,Spring
17012018,3326,70,Rep1,6519.760951584986,131.04999682845212,SE,Spring
17012018,3326,70,Rep2,6271.552571625025,133.0948150664492,SE,Spring
17012018,3326,70,Rep3,6617.979777,129.63391011857473,SE,Spring
17012018,3326,70,Rep4,6717.8300834156735,129.12927335921927,SE,Spring
17012018,3326,70,Rep5,6557.654162643019,126.34690308882708,SE,Spring
17012018,3326,71,Rep1,6317.932469706365,121.07625639382408,SE,Spring
