Timestep,ReleaseNumber,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
94,2,9.986912754435617e-05,1.097462940032198e-06,84,0.009986913
94,3,0.000110844,1.8608389509005253e-06,74,0.011084376
94,4,0.000195348,7.731079219603575e-06,64,0.01953484
94,5,0.000315521,9.304194754583712e-06,54,0.03155206
94,6,0.000599763,1.2827881844469334e-05,44,0.05997635
94,7,0.001204466,1.4749550787242111e-05,34,0.120446558
94,8,0.004202734,3.2351897042572665e-05,24,0.420273433
94,9,0,0,14,0
94,10,0,0,4,0
95,1,8.066352609355323e-05,3.6398727934606567e-06,95,0.008066353
95,2,0.000100967,1.0265825790669495e-06,85,0.010096659
95,3,0.000109746,2.454001736727394e-06,75,0.010974629
95,4,0.000178886,8.47430439312536e-06,65,0.017888646
95,5,0.000280402,7.016471191631422e-06,55,0.028040178
95,6,0.000551475,1.5201941606406824e-05,45,0.055147513
95,7,0.001145203,1.649848564201807e-05,35,0.114520258
95,8,0.003394453,3.116678818397915e-05,25,0.339445287
95,9,0,0,15,0
95,10,0,0,5,0
96,1,8.230972050362574e-05,2.8775721051538277e-06,96,0.008230972
96,2,0.000100418,2.22895776814884e-06,86,0.010041786
96,3,0.000107551,2.36018329470701e-06,76,0.010755137
96,4,0.000164071,5.715769899334868e-06,66,0.016407071
96,5,0.000241442,5.689368973455388e-06,56,0.024144185
96,6,0.000499894,1.2851333201962338e-05,46,0.049989437
96,7,0.001032713,1.7730056405643307e-05,36,0.103271263
96,8,0.002361192,4.978509717700092e-05,26,0.236119152
96,9,0,0,16,0
96,10,0,0,6,0
97,1,8.395591491369826e-05,2.0531651581712664e-06,97,0.008395591
97,2,0.000100967,1.5998134024290576e-06,87,0.010096659
97,3,0.000108649,2.2289577681571092e-06,77,0.010864883
97,4,0.00015584,4.372670278360842e-06,67,0.015583974
97,5,0.000237601,4.3898517602e-06,57,0.023760073
97,6,0.000489468,1.2500965218546374e-05,47,0.048946847
97,7,0.000970706,1.7768226646604482e-05,37,0.097070597
97,8,0.00185581,3.4252889080606686e-05,27,0.185580983
97,9,0,0,17,0
97,10,0,0,7,0
98,1,8.121225756357741e-05,2.824768131044483e-06,98,0.008121226
98,2,0.000100418,2.8247681310352257e-06,88,0.010041786
98,3,0.000108649,2.053165158173029e-06,78,0.010864883
98,4,0.00015145,6.340164130114498e-06,68,0.015144989
98,5,0.000242539,4.389851760188123e-06,58,0.024253931
98,6,0.000524039,6.011052082908689e-06,48,0.052403855
98,7,0.000941074,1.1640352305130663e-05,38,0.094107447
98,8,0.000455996,1.4027577082952216e-05,28,0.045599585
98,9,0,0,18,0
98,10,0,0,8,0
99,1,8.285845197364991e-05,2.6600744943666282e-06,99,0.008285845
99,2,0.000100967,2.3601832946961777e-06,89,0.010096659
99,3,0.00011249,2.125227844946739e-06,79,0.011248995
99,4,0.000168461,7.593539511747139e-06,69,0.016846056
99,5,0.000267781,2.5443631547330334e-06,59,0.026778096
99,6,0.000553121,2.9550094009430364e-06,49,0.055312132
99,7,0.000923515,1.2165266547619415e-05,39,0.092351506
99,8,0.00043679,1.421415765273323e-05,29,0.043679025
99,9,0,0,19,0
99,10,0,0,9,0
100,1,8.50533778537466e-05,2.2955084313525276e-06,100,0.008505338
100,2,0.000101515,1.940058717514323e-06,90,0.010151532
100,3,0.000114136,1.8608389509005238e-06,80,0.011413615
100,4,0.000174497,6.9192405627197325e-06,70,0.017449661
100,5,0.00028973,4.639945600214234e-06,60,0.028973022
100,6,0.000549829,2.9550094009383824e-06,50,0.054982893
100,7,0.000900468,8.38500469984385e-06,40,0.090046834
100,8,0.000483432,1.5936847297863603e-05,30,0.048343243
100,9,0,0,20,0
100,10,0,0,10,0
100,11,0,0,0,0
101,1,8.50533778537466e-05,2.7436573501208557e-06,101,0.008505338
101,2,9.877166460431801e-05,1.940058717504605e-06,91,0.009877166
101,3,0.000110295,1.5998134024560462e-06,81,0.011029503
101,4,0.000170655,8.017866255591855e-06,71,0.017065549
101,5,0.000286987,2.5443631547340943e-06,61,0.028698656
101,6,0.000524587,2.016168161053546e-06,51,0.052458729
101,7,0.000883458,6.316373561681555e-06,41,0.088345767
101,8,0.000494407,1.5794508805358287e-05,31,0.049440705
101,9,0,0,21,0
101,10,0,0,11,0
101,11,0,0,1,0
102,1,8.615084079379495e-05,3.5349552171262186e-06,102,0.008615084
102,2,9.712547019425985e-05,2.05316515815518e-06,92,0.009712547
102,3,0.000109198,1.3441121073746954e-06,82,0.010919756
102,4,0.000170655,6.686873304462299e-06,72,0.017065549
102,5,0.000279853,2.6028619036292096e-06,62,0.027985305
102,6,0.000496053,4.704392375782695e-06,52,0.049605325
102,7,0.00085218,6.469448619544848e-06,42,0.085217997
102,8,0.001092524,1.43721561072005e-05,32,0.109252436
102,9,0.000989912,1.4657397190161556e-05,22,0.098991157
102,10,0,0,12,0
102,11,0,0,2,0
